Id,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Category
230,77117.5,44514.90373,89043.16628,1326.421,1604.044,1665.738,1696.585,1542.35,1511.503,1388.115,1480.656,1203.033,1017.951,1295.574,1141.339,1079.645,1264.727,1172.186,647.787,555.246,1573.197,1110.492,370.164,1233.88,987.104,863.716,925.41,1449.809,1048.798,802.022,894.563,740.328,431.858,586.093,493.552,771.175,832.869,678.634,524.399,616.94,462.705,709.481,401.011,277.623,308.47,185.082,215.929,154.235,246.776,339.317,123.388,92.541,61.694,1616,32,308470,10000,63674.35319,1.526949875,0.073379756,1.511994673,63673.96107,1.527153965,0.073295936,1.511947114,11,24,55,22,2,2021,11,24,55,22,2,2021,0
231,77120,44516.34682,89046.05288,1789.184,1696.64,1912.576,1511.552,1419.008,1326.464,1388.16,1017.984,1264.768,1665.792,1233.92,339.328,1172.224,1110.528,1295.616,1048.832,956.288,1141.376,1449.856,1203.072,1079.68,987.136,894.592,832.896,678.656,616.96,493.568,555.264,740.352,863.744,925.44,709.504,771.2,802.048,462.72,524.416,277.632,431.872,308.48,586.112,401.024,647.808,370.176,215.936,185.088,246.784,154.24,123.392,92.544,61.696,1697,32,308480,10000,63663.80872,1.527021221,0.0732691,1.51207933,63675.2648,1.5271077,0.073145712,1.512168565,11,24,55,22,2,2021,11,24,55,22,2,2021,0
232,77120,44516.34682,89046.05288,1789.184,1110.528,2128.512,555.264,987.136,1696.64,1634.944,1511.552,1881.728,1388.16,771.2,832.896,1048.832,1172.224,863.744,1295.616,1079.68,1665.792,524.416,1141.376,802.048,678.656,1419.008,616.96,1203.072,308.48,740.352,1357.312,1326.464,215.936,1017.984,1233.92,647.808,894.592,1542.4,586.112,462.72,956.288,154.24,493.568,185.088,709.504,431.872,401.024,370.176,123.392,246.784,92.544,30.848,61.696,3118,32,308480,10000,63659.20661,1.527175291,0.073142434,1.512122288,63665.80336,1.527022593,0.073266801,1.512081172,11,24,56,22,2,2021,11,24,56,22,2,2021,0
233,77122.25,44517.6456,89048.65083,1943.4807,771.2225,1974.3296,1634.9917,2437.0631,802.0714,1079.7115,1820.0851,925.467,1604.1428,1419.0494,1110.5604,2066.8763,1048.8626,493.5824,1696.6895,401.0357,894.6181,462.7335,987.1648,1789.2362,431.8846,832.9203,863.7692,1388.2005,1141.4093,1203.1071,1758.3873,616.978,1295.6538,1018.0137,1357.3516,586.1291,678.6758,524.4313,740.3736,956.3159,1233.956,215.9423,277.6401,154.2445,555.2802,246.7912,185.0934,308.489,339.3379,123.3956,92.5467,30.8489,61.6978,3260,32,308489,10000,63678.56657,1.527188561,0.073208633,1.51203003,63675.47432,1.52726504,0.073190603,1.511995709,11,24,56,22,2,2021,11,24,56,22,2,2021,0
234,77117.5,44514.90373,89043.16628,1511.503,1203.033,1264.727,1233.88,925.41,2005.055,616.94,1418.962,1696.585,2251.831,832.869,740.328,586.093,1665.738,1604.044,863.716,1079.645,1388.115,1295.574,1048.798,1017.951,802.022,956.257,1141.339,1634.891,987.104,894.563,1326.421,1110.492,524.399,1789.126,771.175,493.552,1758.279,709.481,462.705,647.787,431.858,277.623,401.011,308.47,154.235,215.929,185.082,339.317,246.776,123.388,92.541,30.847,61.694,3221,32,308470,10000,63670.31643,1.527387277,0.07315965,1.511943741,63665.42317,1.527226719,0.073613769,1.511498645,11,24,57,22,2,2021,11,24,57,22,2,2021,0
235,77122.25,44517.6456,89048.65083,709.5247,555.2802,2128.5741,894.6181,1264.8049,1974.3296,1480.7472,1912.6318,2221.1208,1850.934,2036.0274,1172.2582,1141.4093,740.3736,1573.2939,987.1648,370.1868,1449.8983,1388.2005,1604.1428,863.7692,1079.7115,1110.5604,462.7335,1511.5961,1048.8626,524.4313,1665.8406,1203.1071,1696.6895,925.467,123.3956,401.0357,1542.445,1419.0494,678.6758,802.0714,832.9203,586.1291,616.978,277.6401,1727.5384,185.0934,493.5824,647.8269,308.489,92.5467,339.3379,61.6978,30.8489,3997,32,308489,10000,63628.16086,1.526430342,0.074217876,1.511337925,63625.30199,1.526192359,0.074249452,1.511476953,11,24,57,22,2,2021,11,24,57,22,2,2021,0
236,77117.5,44514.90373,89043.16628,1789.126,1696.585,1943.361,4565.356,1542.35,2406.066,1295.574,894.563,740.328,832.869,1449.809,1172.186,987.104,2282.678,1079.645,2005.055,2251.831,1850.82,339.317,1388.115,1048.798,616.94,586.093,112591.55,1141.339,524.399,863.716,771.175,802.022,925.41,555.246,308.47,1233.88,678.634,709.481,493.552,277.623,431.858,462.705,401.011,97939.225,370.164,185.082,215.929,246.776,154.235,123.388,92.541,30.847,61.694,3725,32,308470,10000,63640.93265,1.526753822,0.073094018,1.512498923,63653.21411,1.526778051,0.072932209,1.512683288,11,24,57,22,2,2021,11,24,57,22,2,2021,0
237,77117.5,44514.90373,89043.16628,1048.798,771.175,1203.033,1850.82,2529.454,1511.503,339.317,1573.197,2282.678,1326.421,647.787,616.94,1264.727,1943.361,1357.268,1079.645,1974.208,1449.809,740.328,1017.951,524.399,1141.339,586.093,894.563,802.022,1634.891,1172.186,401.011,493.552,1604.044,1480.656,987.104,863.716,678.634,462.705,709.481,956.257,431.858,555.246,308.47,370.164,277.623,215.929,185.082,246.776,154.235,123.388,92.541,30.847,61.694,3146,32,308470,10000,63707.73329,1.527695593,0.072581157,1.512434333,63691.78421,1.527511925,0.07260127,1.51254552,11,24,58,22,2,2021,11,24,58,22,2,2021,0
238,77122.25,44517.6456,89048.65083,956.3159,1696.6895,1480.7472,1295.6538,1573.2939,1048.8626,1079.7115,1758.3873,1326.5027,1634.9917,987.1648,370.1868,1357.3516,1449.8983,1388.2005,771.2225,1141.4093,863.7692,1203.1071,1172.2582,616.978,1264.8049,1110.5604,709.5247,493.5824,894.6181,802.0714,555.2802,401.0357,1018.0137,740.3736,832.9203,524.4313,925.467,462.7335,586.1291,431.8846,678.6758,647.8269,308.489,277.6401,339.3379,30.8489,215.9423,185.0934,154.2445,246.7912,123.3956,92.5467,61.6978,2100,32,308489,10000,63672.23541,1.527309985,0.072925902,1.512291632,63672.25709,1.527514362,0.072930562,1.512134328,11,24,58,22,2,2021,11,24,58,22,2,2021,0
239,77117.5,44514.90373,89043.16628,863.716,1264.727,1079.645,1172.186,524.399,493.552,2005.055,1511.503,647.787,771.175,1418.962,431.858,2035.902,2714.536,1789.126,215.929,2961.312,1573.197,1203.033,1912.514,1326.421,1357.268,832.869,925.41,2066.749,1881.667,802.022,740.328,987.104,894.563,1048.798,1233.88,678.634,616.94,1758.279,277.623,586.093,709.481,555.246,462.705,956.257,1141.339,308.47,154.235,185.082,339.317,123.388,92.541,30.847,61.694,3401,32,308470,10000,63673.23168,1.527310666,0.073139764,1.512025101,63690.10257,1.527353624,0.073316981,1.511773306,11,24,59,22,2,2021,11,24,59,22,2,2021,0
240,77117.5,44514.90373,89043.16628,1634.891,1449.809,1974.208,1665.738,1480.656,956.257,1203.033,1758.279,524.399,1017.951,493.552,1542.35,987.104,647.787,1295.574,1418.962,925.41,709.481,462.705,1388.115,740.328,1172.186,1264.727,1079.645,1326.421,1110.492,802.022,1048.798,401.011,1141.339,370.164,863.716,771.175,678.634,894.563,616.94,832.869,431.858,555.246,586.093,277.623,215.929,308.47,185.082,339.317,154.235,123.388,30.847,92.541,61.694,2234,32,308470,10000,63680.99316,1.52739456,0.073084027,1.512032272,63675.6921,1.527186591,0.073237235,1.511995911,11,24,59,22,2,2021,11,24,59,22,2,2021,0
241,77117.5,44514.90373,89043.16628,987.104,2005.055,1819.973,1418.962,1758.279,1357.268,1449.809,1943.361,1264.727,1480.656,1388.115,1141.339,1326.421,894.563,1017.951,863.716,1295.574,709.481,1203.033,1048.798,802.022,1172.186,1079.645,1110.492,462.705,616.94,740.328,1233.88,832.869,771.175,370.164,555.246,431.858,925.41,493.552,524.399,678.634,401.011,586.093,308.47,647.787,339.317,277.623,215.929,185.082,154.235,246.776,123.388,92.541,61.694,1645,32,308470,10000,63675.4333,1.527343609,0.073181817,1.511948476,63681.50414,1.527316318,0.073193541,1.511954092,11,25,0,22,2,2021,11,25,0,22,2,2021,0
242,77122.25,44517.6456,89048.65083,1264.8049,1727.5384,1758.3873,1696.6895,1542.445,678.6758,987.1648,1573.2939,616.978,1604.1428,2005.1785,1326.5027,1295.6538,1419.0494,370.1868,1203.1071,802.0714,1018.0137,925.467,1634.9917,832.9203,863.7692,1079.7115,1233.956,462.7335,1449.8983,1110.5604,1172.2582,1141.4093,524.4313,740.3736,1048.8626,586.1291,771.2225,401.0357,894.6181,555.2802,308.489,493.5824,709.5247,431.8846,185.0934,277.6401,215.9423,339.3379,154.2445,123.3956,92.5467,30.8489,61.6978,2427,32,308489,10000,63667.74732,1.52733836,0.073038738,1.512130168,63681.22334,1.527268972,0.073133379,1.512063945,11,25,0,22,2,2021,11,25,0,22,2,2021,0
243,77120,44516.34682,89046.05288,1573.248,1203.072,555.264,1110.528,1295.616,1727.488,1511.552,1542.4,1326.464,1480.704,1233.92,586.112,925.44,1048.832,1388.16,894.592,1172.224,1357.312,987.136,1141.376,1079.68,246.784,1017.984,956.288,832.896,339.328,771.2,616.96,709.504,1264.768,740.352,524.416,802.048,30.848,678.656,863.744,462.72,493.568,431.872,277.632,647.808,401.024,215.936,370.176,308.48,185.088,154.24,123.392,92.544,61.696,1987,32,308480,10000,63667.15315,1.527510891,0.072911079,1.512161087,63673.85075,1.527342529,0.073272336,1.511836885,11,25,0,22,2,2021,11,25,1,22,2,2021,0
244,77122.25,44517.6456,89048.65083,1357.3516,1696.6895,1141.4093,1295.6538,1449.8983,1665.8406,1172.2582,1573.2939,1203.1071,832.9203,1388.2005,709.5247,1326.5027,1480.7472,555.2802,956.3159,771.2225,1110.5604,1727.5384,586.1291,740.3736,894.6181,987.1648,1048.8626,1634.9917,802.0714,1079.7115,863.7692,308.489,616.978,678.6758,1233.956,925.467,462.7335,339.3379,246.7912,493.5824,524.4313,431.8846,401.0357,370.1868,647.8269,277.6401,185.0934,215.9423,154.2445,123.3956,92.5467,30.8489,61.6978,2565,32,308489,10000,63665.13562,1.527305132,0.073123765,1.512049087,63670.22244,1.527230005,0.073139505,1.512085252,11,25,1,22,2,2021,11,25,1,22,2,2021,0
245,77122.25,44517.6456,89048.65083,1665.8406,1850.934,1634.9917,1388.2005,1419.0494,1048.8626,1449.8983,1573.2939,1326.5027,894.6181,1172.2582,1480.7472,1357.3516,1542.445,678.6758,555.2802,771.2225,1264.8049,1295.6538,925.467,1141.4093,1110.5604,1203.1071,987.1648,1079.7115,863.7692,1018.0137,647.8269,802.0714,956.3159,586.1291,832.9203,740.3736,401.0357,493.5824,1233.956,431.8846,308.489,462.7335,709.5247,616.978,524.4313,370.1868,277.6401,215.9423,185.0934,154.2445,123.3956,92.5467,61.6978,1633,32,308489,10000,63656.15967,1.527298996,0.073134095,1.512040794,63672.37876,1.52715288,0.072956713,1.512370425,11,25,1,22,2,2021,11,25,1,22,2,2021,0
246,77117.5,44514.90373,89043.16628,1881.667,2035.902,894.563,1912.514,2066.749,1172.186,1079.645,401.011,1604.044,524.399,462.705,1480.656,277.623,863.716,1542.35,431.858,1573.197,1264.727,586.093,1203.033,1326.421,1511.503,1696.585,832.869,1418.962,1141.339,1388.115,771.175,1357.268,925.41,709.481,616.94,802.022,1110.492,493.552,678.634,1017.951,308.47,987.104,185.082,740.328,956.257,555.246,647.787,246.776,123.388,339.317,92.541,30.847,61.694,3473,32,308470,10000,63670.25275,1.527261467,0.073146003,1.512053814,63674.25534,1.527154167,0.073358849,1.511868725,11,25,2,22,2,2021,11,25,2,22,2,2021,0
247,77120,44516.34682,89046.05288,1789.184,1943.424,1295.616,3269.888,1233.92,1264.768,1141.376,709.504,1511.552,2005.12,894.592,1758.336,2375.296,431.872,1696.64,1326.464,462.72,771.2,863.744,1079.68,1172.224,1110.528,832.896,925.44,2807.168,987.136,401.024,215.936,2128.512,1727.488,956.288,1048.832,277.632,1017.984,740.352,678.656,586.112,647.808,1480.704,370.176,154.24,616.96,555.264,185.088,308.48,339.328,123.392,92.544,30.848,61.696,3348,32,308480,10000,63670.47055,1.527183012,0.073192671,1.512054015,63672.67092,1.52715308,0.073019467,1.512292033,11,25,2,22,2,2021,11,25,2,22,2,2021,0
248,77120,44516.34682,89046.05288,1881.728,586.112,1388.16,956.288,1758.336,1696.64,2375.296,1634.944,1017.984,1172.224,863.744,2159.36,1974.272,678.656,1233.92,1665.792,1449.856,1511.552,616.96,1727.488,1357.312,1326.464,925.44,1542.4,1419.008,771.2,1203.072,1079.68,1295.616,2035.968,524.416,802.048,740.352,1604.096,1048.832,709.504,894.592,308.48,1264.768,493.568,462.72,832.896,277.632,647.808,185.088,123.392,339.328,92.544,30.848,61.696,3607,32,308480,10000,63675.03312,1.527233299,0.073096042,1.512136888,63664.63808,1.527336237,0.073017005,1.512158768,11,25,3,22,2,2021,11,25,3,22,2,2021,0
249,77120,44516.34682,89046.05288,1604.096,1789.184,1665.792,2005.12,1573.248,1480.704,1542.4,925.44,339.328,1326.464,1419.008,1203.072,1449.856,802.048,1264.768,1172.224,863.744,832.896,1110.528,1079.68,1141.376,894.592,308.48,1357.312,1017.984,771.2,987.136,616.96,1048.832,709.504,740.352,401.024,431.872,524.416,956.288,678.656,647.808,586.112,462.72,493.568,555.264,277.632,370.176,215.936,185.088,154.24,246.784,123.392,92.544,61.696,1787,32,308480,10000,63668.88285,1.526993269,0.073282084,1.512084015,63669.41888,1.52730806,0.072967052,1.512241842,11,25,3,22,2,2021,11,25,3,22,2,2021,0
250,77120,44516.34682,89046.05288,1357.312,1604.096,1419.008,1480.704,832.896,1727.488,555.264,1511.552,1264.768,802.048,1388.16,1141.376,956.288,1203.072,1110.528,678.656,771.2,987.136,1048.832,709.504,1542.4,1449.856,1295.616,1017.984,1172.224,1326.464,339.328,493.568,462.72,586.112,894.592,616.96,925.44,1079.68,863.744,524.416,647.808,740.352,277.632,308.48,401.024,431.872,370.176,215.936,185.088,154.24,246.784,123.392,92.544,61.696,1785,32,308480,10000,63668.14539,1.527385796,0.073124137,1.511988933,63674.9159,1.527233218,0.073070898,1.512168244,11,25,4,22,2,2021,11,25,4,22,2,2021,1
251,77120,44516.34682,89046.05288,1203.072,1141.376,1511.552,308.48,1295.616,493.568,1048.832,2035.968,1233.92,185.088,1573.248,1604.096,339.328,1758.336,987.136,1974.272,277.632,1820.032,586.112,647.808,462.72,1357.312,1264.768,1079.68,1419.008,1017.984,802.048,1110.528,1789.184,678.656,832.896,863.744,616.96,215.936,431.872,894.592,709.504,1449.856,740.352,524.416,555.264,925.44,370.176,771.2,401.024,123.392,246.784,92.544,30.848,61.696,3852,32,308480,10000,63671.89441,1.527073945,0.073497022,1.511756407,63686.37047,1.527005305,0.073590404,1.511691196,11,25,4,22,2,2021,11,25,4,22,2,2021,1
252,77120,44516.34682,89046.05288,1850.88,1449.856,1665.792,1388.16,555.264,1264.768,1511.552,1419.008,1295.616,1573.248,1357.312,1326.464,1048.832,771.2,1079.68,647.808,586.112,1203.072,1141.376,1110.528,1172.224,987.136,956.288,832.896,802.048,925.44,462.72,894.592,1017.984,863.744,1233.92,678.656,616.96,493.568,709.504,740.352,401.024,524.416,370.176,431.872,277.632,308.48,215.936,339.328,185.088,154.24,246.784,123.392,92.544,61.696,1730,32,308480,10000,63673.38737,1.527106411,0.073173127,1.51213537,63677.3526,1.527266325,0.072948225,1.512296339,11,25,4,22,2,2021,11,25,5,22,2,2021,1
253,77124.75,44519.08868,89051.53744,740.3976,3023.2902,8236.9233,2375.4423,97948.4325,1573.3449,863.7972,1604.1948,1419.0954,1696.7445,1881.8439,1727.5944,1357.3956,1789.2942,771.2475,2930.7405,277.6491,2066.9433,493.5984,1480.7952,1326.5457,1449.9453,586.1481,2221.1928,1943.5437,215.9493,1758.4443,616.998,832.9473,1850.994,431.8986,925.497,678.6978,308.499,462.7485,987.1968,524.4483,894.6471,1295.6958,1542.495,401.0487,555.2982,370.1988,185.0994,647.8479,154.2495,123.3996,92.5497,30.8499,61.6998,3371,32,308499,10000,63668.49306,1.527260263,0.073198643,1.511989254,63659.6402,1.527379992,0.073235329,1.51185518,11,25,5,22,2,2021,11,25,5,22,2,2021,1
254,77120,44516.34682,89046.05288,1573.248,1542.4,1604.096,1850.88,1511.552,1203.072,1388.16,1696.64,1634.944,1419.008,1326.464,1727.488,1172.224,956.288,1017.984,1295.616,1264.768,647.808,1079.68,1141.376,709.504,1048.832,1110.528,832.896,1357.312,925.44,894.592,802.048,771.2,616.96,462.72,987.136,524.416,586.112,555.264,678.656,740.352,493.568,863.744,401.024,277.632,431.872,308.48,185.088,215.936,370.176,154.24,123.392,92.544,61.696,1573,32,308480,10000,63678.11399,1.527266845,0.07311166,1.512092536,63668.2581,1.527260103,0.073148298,1.512051971,11,25,5,22,2,2021,11,25,5,22,2,2021,1
255,77122.25,44517.6456,89048.65083,1634.9917,1573.2939,555.2802,1480.7472,1943.4807,1388.2005,277.6401,647.8269,1203.1071,771.2225,1018.0137,1172.2582,832.9203,1758.3873,925.467,1511.5961,1141.4093,1048.8626,802.0714,987.1648,616.978,1295.6538,1079.7115,678.6758,1264.8049,1326.5027,1233.956,1357.3516,1110.5604,863.7692,586.1291,524.4313,894.6181,462.7335,709.5247,740.3736,431.8846,956.3159,308.489,493.5824,401.0357,154.2445,215.9423,370.1868,185.0934,123.3956,246.7912,92.5467,30.8489,61.6978,3125,32,308489,10000,63678.55335,1.527235708,0.073205804,1.511998556,63677.50367,1.527423618,0.072980683,1.512139167,11,25,6,22,2,2021,11,25,6,22,2,2021,0
256,77120,44516.34682,89046.05288,1542.4,956.288,1295.616,1789.184,1912.576,1511.552,1943.424,1665.792,1172.224,1758.336,1326.464,1449.856,1264.768,1419.008,647.808,1141.376,894.592,863.744,771.2,1079.68,1203.072,987.136,586.112,1110.528,709.504,1233.92,1017.984,832.896,555.264,678.656,802.048,1048.832,740.352,925.44,524.416,277.632,308.48,215.936,431.872,616.96,462.72,493.568,401.024,246.784,370.176,185.088,154.24,123.392,92.544,61.696,1917,32,308480,10000,63669.70093,1.527418299,0.073027632,1.512084771,63684.10264,1.52739668,0.073105781,1.512003685,11,25,6,22,2,2021,11,25,6,22,2,2021,0
257,77120,44516.34682,89046.05288,2375.296,1511.552,1480.704,1789.184,586.112,2622.08,370.176,771.2,1048.832,493.568,2035.968,863.744,1079.68,1634.944,1388.16,616.96,2159.36,925.44,1295.616,709.504,832.896,401.024,524.416,1419.008,1357.312,277.632,1172.224,1727.488,1264.768,185.088,1542.4,1665.792,1110.528,1141.376,740.352,1326.464,1017.984,987.136,1233.92,678.656,647.808,555.264,956.288,308.48,123.392,246.784,339.328,92.544,30.848,61.696,3419,32,308480,10000,63673.57996,1.527185144,0.073214377,1.512025423,63677.82083,1.527266645,0.073048777,1.512170921,11,25,7,22,2,2021,11,25,7,22,2,2021,0
258,77122.25,44517.6456,89048.65083,1758.3873,1511.5961,1820.0851,1419.0494,1172.2582,2036.0274,1542.445,1604.1428,1079.7115,1696.6895,1326.5027,678.6758,1912.6318,802.0714,1264.8049,493.5824,1203.1071,1881.7829,925.467,740.3736,1110.5604,1141.4093,431.8846,987.1648,771.2225,863.7692,956.3159,1018.0137,894.6181,709.5247,1449.8983,524.4313,832.9203,1048.8626,616.978,1233.956,555.2802,586.1291,462.7335,401.0357,277.6401,370.1868,185.0934,215.9423,154.2445,246.7912,123.3956,92.5467,30.8489,61.6978,2764,32,308489,10000,63674.82883,1.527264598,0.073052216,1.512168164,63688.00159,1.527242175,0.072866458,1.51241623,11,25,7,22,2,2021,11,25,7,22,2,2021,0
259,77120,44516.34682,89046.05288,1388.16,1634.944,1573.248,2066.816,1542.4,863.744,555.264,1727.488,1511.552,1203.072,1696.64,1141.376,1357.312,1326.464,1449.856,740.352,1264.768,925.44,1295.616,1110.528,586.112,1048.832,894.592,462.72,1017.984,987.136,1079.68,493.568,616.96,370.176,802.048,709.504,832.896,524.416,771.2,956.288,431.872,678.656,401.024,308.48,647.808,277.632,215.936,339.328,185.088,123.392,154.24,30.848,92.544,61.696,2226,32,308480,10000,63673.03846,1.527231933,0.073098336,1.512135049,63662.69452,1.527507857,0.073030272,1.512015362,11,25,8,22,2,2021,11,25,8,22,2,2021,0
260,77120,44516.34682,89046.05288,2622.08,2005.12,1326.464,1233.92,2560.384,1634.944,2498.688,2313.6,1017.984,1665.792,1388.16,1079.68,863.744,1141.376,2961.408,1357.312,709.504,493.568,586.112,1203.072,2591.232,1881.728,1172.224,1974.272,1511.552,1604.096,277.632,2282.752,462.72,894.592,678.656,1295.616,1048.832,925.44,771.2,370.176,802.048,1264.768,524.416,616.96,401.024,832.896,1727.488,431.872,1449.856,555.264,647.808,92.544,61.696,30.848,3690,32,308480,10000,63669.91795,1.527339843,0.073074208,1.512084971,63673.3318,1.527232134,0.073161219,1.512056658,11,25,8,22,2,2021,11,25,8,22,2,2021,0
261,77124.75,44519.08868,89051.53744,1696.7445,1542.495,1974.3936,1912.6938,1511.6451,1635.0447,1048.8966,956.3469,431.8986,1480.7952,1449.9453,1388.2455,709.5477,370.1988,1110.5964,1604.1948,740.3976,1233.996,894.6471,1172.2962,863.7972,308.499,1203.1461,1079.7465,1018.0467,987.1968,524.4483,832.9473,1141.4463,771.2475,616.998,802.0974,1357.3956,401.0487,493.5984,925.497,678.6978,647.8479,462.7485,555.2982,586.1481,215.9493,277.6491,339.3489,246.7992,185.0994,154.2495,123.3996,92.5497,61.6998,1663,32,308499,10000,63673.02733,1.527341966,0.073095948,1.512056377,63672.89708,1.527389038,0.073068007,1.512056256,11,25,8,22,2,2021,11,25,9,22,2,2021,0
262,77120,44516.34682,89046.05288,1604.096,1511.552,1017.984,1850.88,2344.448,863.744,1110.528,1912.576,1881.728,1820.032,1449.856,493.568,1295.616,2467.84,1573.248,1203.072,1388.16,1634.944,678.656,1079.68,1665.792,1758.336,1141.376,1264.768,2745.472,431.872,709.504,2005.12,616.96,740.352,1696.64,1172.224,771.2,2498.688,2035.968,987.136,1480.704,586.112,1419.008,370.176,956.288,524.416,185.088,462.72,123.392,277.632,339.328,92.544,30.848,61.696,3617,32,308480,10000,63656.37728,1.527220523,0.07318074,1.512040995,63667.63009,1.52733828,0.073013568,1.512161527,11,25,9,22,2,2021,11,25,9,22,2,2021,0
263,77122.25,44517.6456,89048.65083,1820.0851,1634.9917,1665.8406,1573.2939,925.467,647.8269,586.1291,802.0714,1048.8626,1079.7115,987.1648,1419.0494,1449.8983,709.5247,1696.6895,1203.1071,431.8846,771.2225,616.978,462.7335,1480.7472,1511.5961,370.1868,863.7692,740.3736,1110.5604,1233.956,894.6181,1357.3516,401.0357,1018.0137,1727.5384,493.5824,1295.6538,555.2802,524.4313,1388.2005,1542.445,956.3159,678.6758,277.6401,215.9423,308.489,339.3379,185.0934,154.2445,123.3956,30.8489,92.5467,61.6978,2420,32,308489,10000,63678.84737,1.52723591,0.073268735,1.511920172,63681.82928,1.527347976,0.07326314,1.511844281,11,25,9,22,2,2021,11,25,9,22,2,2021,0
264,77117.5,44514.90373,89043.16628,1418.962,1388.115,1881.667,647.787,1480.656,586.093,1819.973,1758.279,1634.891,1604.044,1326.421,956.257,1264.727,339.317,1449.809,894.563,1233.88,1141.339,987.104,1017.951,678.634,493.552,1110.492,863.716,1542.35,1203.033,1295.574,1079.645,616.94,524.399,1048.798,771.175,925.41,1172.186,802.022,740.328,462.705,431.858,709.481,832.869,277.623,308.47,401.011,154.235,370.164,215.929,185.082,123.388,92.541,61.694,1567,32,308470,10000,63675.42701,1.52715497,0.073180469,1.512090056,63668.2581,1.527260103,0.073148298,1.512051971,11,25,10,22,2,2021,11,25,10,22,2,2021,0
265,77120,44516.34682,89046.05288,987.136,1943.424,1820.032,1634.944,1357.312,2221.056,215.936,1017.984,1758.336,1449.856,1295.616,1511.552,1388.16,647.808,2190.208,308.48,1573.248,616.96,1912.576,1419.008,586.112,1665.792,1881.728,1079.68,1850.88,863.744,431.872,678.656,1203.072,2251.904,802.048,1110.528,771.2,832.896,894.592,1233.92,1048.832,462.72,1326.464,709.504,740.352,524.416,123.392,277.632,185.088,493.568,339.328,92.544,30.848,61.696,3691,32,308480,10000,63682.56994,1.527081279,0.073421433,1.511844967,63669.34551,1.527229405,0.073380999,1.511785508,11,25,10,22,2,2021,11,25,10,22,2,2021,0
266,77124.75,44519.08868,89051.53744,1233.996,1696.7445,647.8479,1511.6451,1665.8946,1480.7952,1449.9453,1264.8459,956.3469,1295.6958,1203.1461,1079.7465,1018.0467,1419.0954,1573.3449,1604.1948,1357.3956,1141.4463,1110.5964,1388.2455,1172.2962,863.7972,1326.5457,1048.8966,802.0974,555.2982,987.1968,771.2475,678.6978,462.7485,925.497,709.5477,894.6471,493.5984,586.1481,832.9473,740.3976,616.998,431.8986,524.4483,308.499,401.0487,277.6491,370.1988,154.2495,185.0994,215.9493,123.3996,92.5497,61.6998,2028,32,308499,10000,63669.47624,1.527182331,0.073408924,1.511785629,63674.20968,1.527106976,0.073349092,1.511915879,11,25,11,22,2,2021,11,25,11,22,2,2021,0
267,77120,44516.34682,89046.05288,1604.096,1573.248,1048.832,1172.224,956.288,802.048,1388.16,1912.576,1881.728,1295.616,1203.072,1480.704,555.264,1449.856,1017.984,987.136,1264.768,370.176,1110.528,493.568,925.44,1357.312,1233.92,1079.68,1542.4,462.72,863.744,894.592,586.112,832.896,1141.376,616.96,678.656,740.352,401.024,185.088,524.416,771.2,709.504,647.808,431.872,308.48,277.632,215.936,339.328,154.24,123.392,92.544,30.848,61.696,3059,32,308480,10000,63666.16167,1.526834175,0.073770892,1.511593741,63653.07696,1.527013836,0.073546929,1.511738933,11,25,11,22,2,2021,11,25,11,22,2,2021,0
268,77124.75,44519.08868,89051.53744,14252.6538,7188.0267,185.0994,1357.3956,1048.8966,1943.5437,14036.7045,6015.7305,4689.1848,6478.479,8730.5217,1018.0467,370.1988,2683.9413,863.7972,28165.9587,67622.9808,13666.5057,142680.7875,956.3469,6910.3776,1727.5944,29461.6545,1635.0447,2622.2415,2714.7912,13419.7065,143976.4833,75057.8067,6694.4283,28536.1575,4380.6858,13789.9053,1480.7952,339.3489,401.0487,60681.7533,28844.6565,1449.9453,29214.8553,13913.3049,14653.7025,87120.1176,246.7992,123.3996,112602.135,97948.4325,92.5497,30.8499,61.6998,4210,32,308499,10000,63683.4237,1.527239042,0.072960064,1.512301922,63658.741,1.527300761,0.073042546,1.51215333,11,25,12,22,2,2021,11,25,12,22,2,2021,1
